permno_year,publn_nr,mahal_dist
US0001001997,4624160,
US0001001999,4629558,
US0001001999,4637116,
US0001001998,4638867,
US0001001998,4646869,
US0001001998,4664264,
US0001001998,4678499,
US0001001999,4685130,
US0001001999,4686406,
US0001001999,4699949,
US0001001999,4719214,
US0001002001,4720019,
US0001002000,4728470,
US0001002000,4739109,
US0001002002,4741833,
US0001002000,4744021,
US0001002000,4748887,
US0001002002,4752002,
US0001002001,4766883,
US0001002001,4785664,
US0001002002,4801907,
US0001002003,4847756,
US0001002004,4863398,
US0001002003,4867732,
US0001002003,4871403,
US0001002005,4882542,
US0001002005,4886190,
US0001002003,4887058,
US0001002004,4896209,
US0001002004,4911102,
US0001002004,4911199,
US0001002006,4931879,
US0001002006,4932041,
US0001002005,4939306,
US0001002006,4940925,
US0001002005,4943073,
US0001002005,4948171,
US0001002005,4956390,
US0001002005,4957831,
US0001002005,4967132,
US0001002006,4985327,
US0001002006,5002220,
US0001002006,5013715,
US0001011986,5888651,
US0001002002,6919501,
US0001002003,7059185,
US0001002003,7067402,
US0001011986,7082722,
US0001011986,7087335,
US0001011988,7119727,
US0001011991,7214052,
US0001001997,7560389,
US0001001999,7758879,
US0001001999,7765642,
US0001002006,8631944,
US0001002006,8642489,
US0001001992,8997882,
US0001011986,10889688,
US0001011986,10896757,
US0001011986,10900743,
US0001011986,10901907,
US0001011986,10912518,
US0001011986,10917014,
US0001011986,10925137,
US0001011986,10927786,
US0001011986,10930044,
US0001011986,10931236,
US0001011986,10938355,
US0001011986,10938886,
US0001011986,10942629,
US0001011986,10943611,
US0001011986,10948317,
US0001011986,10951448,
US0001011987,10989781,
US0001011987,10991475,
US0001011986,11005769,
US0001011987,11007291,
US0001011987,11008073,
US0001011987,11008851,
US0001011987,11010616,
US0001011987,11011471,
US0001011987,11020597,
US0001011987,11021669,
US0001011987,11023682,
US0001011988,11049790,
US0001011988,11062023,
US0001011988,11063029,
US0001011988,11063403,
US0001011988,11064741,
US0001011988,11064776,
US0001011988,11066250,
US0001011988,11068395,
US0001011988,11068455,
US0001011988,11081175,
US0001011988,11082850,
US0001011988,11085445,
US0001011988,11089734,
US0001001988,11092908,
US0001011988,11099909,
US0001011988,11101104,
US0001011988,11104401,
US0001011988,11109692,
US0001011989,11116347,
US0001011989,11131030,
US0001011989,11135294,
US0001011991,11193446,
US0001011991,11194820,
US0001011991,11199288,
US0001011991,11207588,
US0001011991,11212090,
US0001011992,11213758,
US0001011992,11224555,
US0001011992,11226373,
US0001011992,11228959,
US0001011992,11234227,
US0001011992,11234371,
US0001011992,11236796,
US0001011992,11238624,
US0001011992,11238650,
US0001011992,11243826,
US0001002003,13114655,
US0001002002,13653857,
US0001011992,13846128,
US0001002000,13934707,
US0001002000,13934981,
US0001002000,13936579,
US0001002000,13938226,
US0001002000,13956195,
US0001002000,13963047,
US0001002000,13975555,
US0001002000,13978843,
US0001002001,14008793,
US0001002001,14009086,
US0001002001,14014662,
US0001002001,14022845,
US0001002001,14035290,
US0001002001,14042411,
US0001002001,14049578,
US0001002002,14064454,
US0001002002,14064473,
US0001002002,14065363,
US0001002002,14100569,
US0001002003,14108259,
US0001002003,14118858,
US0001002003,14123788,
US0001002003,14126606,
US0001002003,14133934,
US0001011989,14144651,
US0001011989,14148925,
US0001011989,14153440,
US0001011989,14159191,
US0001011989,14162037,
US0001011989,14166499,
US0001011989,14171850,
US0001011989,14173573,
US0001011989,14174581,
US0001011989,14174952,
US0001001989,14176443,
US0001011989,14176771,
US0001011989,14178171,
US0001011989,14182508,
US0001011989,14183794,
US0001011989,14189372,
US0001011989,14191433,
US0001011990,14194766,
US0001011990,14196138,
US0001011990,14197389,
US0001011990,14197699,
US0001011990,14197782,
US0001011990,14202386,
US0001011990,14204143,
US0001011990,14205033,
US0001011990,14206483,
US0001011990,14208462,
US0001011990,14209726,
US0001011990,14209975,
US0001011990,14211023,
US0001011990,14212338,
US0001011990,14214126,
US0001011990,14215429,
US0001011990,14215806,
US0001011990,14217306,
US0001011990,14224874,
US0001011990,14227187,
US0001011990,14227259,
US0001011990,14228069,
US0001011990,14228828,
US0001011990,14233352,
US0001011990,14235002,
US0001001990,14235320,
US0001011990,14241539,
US0001011990,14246300,
US0001011991,14254199,
US0001011991,14256133,
US0001011991,14261904,
US0001011991,14262846,
US0001011991,14263702,
US0001011991,14270239,
US0001001991,14271485,
US0001011991,14271617,
US0001011991,14271878,
US0001011991,14275752,
US0001011991,14281985,
US0001011991,14284476,
US0001001991,14288700,
US0001011991,14289847,
US0001011991,14292005,
US0001011991,14301696,
US0001011991,14312296,
US0001011992,14313743,
US0001011992,14314562,
US0001011992,14315035,
US0001011992,14315346,
US0001011992,14317995,
US0001011992,14318130,
US0001011992,14319907,
US0001011992,14327170,
US0001011992,14327827,
US0001011992,14329583,
US0001011992,14337619,
US0001011992,14337652,
US0001011992,14340799,
US0001011992,14344266,
US0001011992,14345144,
US0001011992,14345512,
US0001011992,14346146,
US0001011992,14349285,
US0001011992,14350302,
US0001011992,14352144,
US0001001992,14354656,
US0001011992,14356803,
US0001011992,14360395,
US0001011992,14360851,
US0001011992,14366119,
US0001001993,14410756,
US0001001994,14463907,
US0001001995,14513086,
US0001001995,14517263,
US0001001996,14557476,
US0001001997,14626338,
US0001001997,14654361,
US0001001998,14694504,
US0001001998,14710848,
US0001001998,14712392,
US0001001998,14716089,
US0001001999,14769214,
US0001001999,14781570,
US0001001999,14791806,
US0001001999,14822967,
US0001002005,15197935,
US0001002005,15199374,
US0001001989,15284545,
US0001011988,15424287,
US0001002000,15468272,
US0001011990,15493005,
US0001011991,15499116,
US0001001992,15509727,
US0001001993,15521133,
US0001001995,15528655,
US0001001997,15542538,
US0001001994,15587979,
US0001011991,15658797,
US0001002000,15775039,
US0001002000,15784225,
US0001002001,15872508,
US0001002001,15894257,
US0001002003,16038853,
US0001002003,16046742,
US0001002003,16063461,
US0001002003,16071632,
US0001002003,16076190,
US0001002003,16077597,
US0001002005,16279647,
US0001002005,16279697,
US0001002006,16331179,
US0001002006,16354641,
US0001002006,16359806,
US0001002006,16359816,
US0001002007,16416624,
US0001001986,16620811,
US0001011986,16624589,
US0001011986,16624754,
US0001011986,16627613,
US0001011986,16628350,
US0001011986,16630973,
US0001011986,16636744,
US0001011986,16637130,
US0001011986,16638754,
US0001011986,16639729,
US0001001987,16657406,
US0001011987,16657556,
US0001011987,16662976,
US0001011987,16666121,
US0001001987,16667109,
US0001011987,16672875,
US0001011987,16673012,
US0001011987,16673170,
US0001011987,16674418,
US0001011987,16678891,
US0001011987,16680202,
US0001011988,16702941,
US0001011988,16703609,
US0001011988,16713097,
US0001011988,16714331,
US0001011988,16716615,
US0001001988,16718867,
US0001011988,16719578,
US0001011988,16719710,
US0001011988,16730010,
US0001011989,16750365,
US0001011989,16755720,
US0001001989,16756373,
US0001011989,16764725,
US0001011989,16769567,
US0001011989,16770136,
US0001011989,16786429,
US0001011989,16787341,
US0001011990,16806360,
US0001011990,16809466,
US0001011990,16809608,
US0001011990,16810712,
US0001011990,16814376,
US0001011990,16823988,
US0001011990,16835686,
US0001011990,16837843,
US0001001990,16859852,
US0001011990,16861111,
US0001011991,16866170,
US0001011991,16868034,
US0001011991,16869964,
US0001011991,16871834,
US0001011991,16871970,
US0001011991,16873704,
US0001011991,16874868,
US0001011991,16874971,
US0001011991,16877192,
US0001011991,16879705,
US0001011991,16879825,
US0001011991,16880069,
US0001011991,16890308,
US0001011991,16895547,
US0001011991,16904165,
US0001011991,16914624,
US0001001991,16918562,
US0001001991,16918806,
US0001011992,16920572,
US0001011992,16920894,
US0001011992,16923977,
US0001011992,16932394,
US0001011992,16932462,
US0001011992,16933794,
US0001011992,16939610,
US0001011992,16953721,
US0001011992,16957944,
US0001011992,16973993,
US0001001992,16976648,
US0001011987,17051610,
US0001011992,17163527,
US0001001996,17191001,
US0001001996,17195067,
US0001001996,17204811,
US0001001998,17322311,
US0001001998,17334562,
US0001001998,17366436,
US0001011986,17555174,
US0001011986,17557252,
US0001011986,17558405,
US0001011987,17559464,
US0001001989,17577095,
US0001002000,17645472,
US0001002000,17645910,
US0001002000,17646292,
US0001001997,17656303,
US0001002001,17656964,
US0001002001,17663457,
US0001002001,17665453,
US0001002001,17666904,
US0001002002,17677678,
US0001002002,17678464,
US0001002003,17686217,
US0001002003,17690722,
US0001002003,17691620,
US0001002004,17698221,
US0001002004,17698513,
US0001002005,17701727,
US0001011987,18143740,
US0001011987,18144317,
US0001011987,18144837,
US0001011987,18144838,
US0001001987,18144888,
US0001001987,18144889,
US0001011987,18145225,
US0001011987,18146408,
US0001011987,18146495,
US0001001988,18151163,
US0001011988,18154473,
US0001011988,18154927,
US0001011989,18158336,
US0001001989,18158751,
US0001011989,18160558,
US0001011989,18160728,
US0001011990,18168840,
US0001011990,18169052,
US0001011990,18169271,
US0001011990,18170734,
US0001011990,18171088,
US0001011990,18172000,
US0001011990,18172283,
US0001001990,18180365,
US0001011991,18189222,
US0001001991,18195258,
US0001011992,18197333,
US0001011992,18197812,
US0001011992,18199697,
US0001011992,18202139,
US0001011992,18202514,
US0001001992,18206860,
US0001001992,18219489,
US0001001996,18264278,
US0001001996,18267790,
US0001001996,18270844,
US0001001997,18271274,
US0001001997,18282664,
US0001001997,18283029,
US0001001997,18283832,
US0001001997,18284964,
US0001001997,18285543,
US0001001997,18286125,
US0001001998,18294969,
US0001001998,18300740,
US0001001998,18302088,
US0001001998,18303696,
US0001001998,18304105,
US0001011986,20268720,
US0001011986,20269551,
US0001011986,20270297,
US0001011986,20270960,
US0001011986,20275025,
US0001011987,20301440,
US0001011990,20381416,
US0001011992,20420756,
US0001001993,20422754,
US0001002000,21358104,
US0001011986,22886121,
US0001011986,22886848,
US0001011986,22887952,
US0001011986,22888978,
US0001011986,22889263,
US0001011986,22889805,
US0001011986,22891696,
US0001011986,22892631,
US0001011986,22893939,
US0001011986,22894699,
US0001011986,22895199,
US0001011986,22895776,
US0001011986,22898456,
US0001011986,22899163,
US0001011986,22905106,
US0001001987,22929272,
US0001011988,22941705,
US0001011988,22947652,
US0001011988,22948464,
US0001011988,22955535,
US0001001989,22989327,
US0001011989,22997515,
US0001011990,23011540,
US0001011990,23017260,
US0001011990,23027515,
US0001011991,23036731,
US0001011991,23036732,
US0001011991,23036806,
US0001011991,23038932,
US0001011991,23039950,
US0001011991,23042174,
US0001011991,23043304,
US0001011991,23052601,
US0001011991,23058620,
US0001011992,23065854,
US0001011992,23066540,
US0001011992,23069966,
US0001011992,23071156,
US0001011992,23074365,
US0001011992,23081131,
US0001011992,23087162,
US0001011992,23087441,
US0001001996,23760805,
US0001011987,23803008,
US0001011987,23803029,
US0001011987,23803050,
US0001011987,23803092,
US0001011991,23803768,
US0001011991,23803810,
US0001011989,23809538,
US0001011989,23809559,
US0001011991,23810028,
US0001011991,23810050,
US0001011991,23810094,
US0001011990,23810116,
US0001011991,23810138,
US0001011991,23810160,
US0001011988,23811591,
US0001011988,23812246,
US0001011990,23812248,
US0001011990,23812314,
US0001011990,23812336,
US0001011990,23812358,
US0001011990,23812380,
US0001011990,23812402,
US0001011990,23812424,
US0001011988,23812928,
US0001011988,23812972,
US0001011988,23812994,
US0001011992,23813525,
US0001011992,23813547,
US0001011992,23813591,
US0001011990,23814491,
US0001011990,23814535,
US0001011987,23814642,
US0001011990,23814799,
US0001011989,23817914,
US0001011989,23817933,
US0001011986,23820679,
US0001011986,23820694,
US0001011986,23820724,
US0001011990,23820773,
US0001011989,23823202,
US0001002000,23829337,
US0001002003,23838849,
US0001002004,23843305,
US0001011992,24060494,
US0001001998,24065809,
US0001001988,24456353,
US0001002001,24917853,
US0001011988,24944994,
US0001011992,25134023,
US0001011990,25154394,
US0001011986,25233605,
US0001011989,25261272,
US0001011992,25298614,
US0001011992,25298664,
US0001011992,25298719,
US0001011988,25412694,
US0001011989,25533723,
US0001011990,25629691,
US0001011990,25629800,
US0001011990,25660348,
US0001011987,25708881,
US0001011990,25861548,
US0001011988,25950302,
US0001011988,26034576,
US0001011991,26072547,
US0001011991,26072596,
US0001011992,26088155,
US0001011989,26144799,
US0001011989,26144850,
US0001011988,26204718,
US0001011989,26288608,
US0001011992,26384053,
US0001011992,26384107,
US0001011987,26443843,
US0001011992,26458378,
US0001011988,26558996,
US0001011991,26607050,
US0001011992,26657885,
US0001011992,26663935,
US0001011989,26671809,
US0001011989,26671862,
US0001011988,27049005,
US0001011990,27134350,
US0001011989,27148645,
US0001011989,27148696,
US0001011992,27153601,
US0001011992,27267531,
US0001011988,27275592,
US0001011987,27288172,
US0001011992,27328257,
US0001011992,27447866,
US0001011992,27453243,
US0001011988,27460555,
US0001011988,27501425,
US0001011992,27595383,
US0001011991,27606820,
US0001011992,27608644,
US0001011988,27910918,
US0001011989,27926149,
US0001011989,27931364,
US0001011990,27941813,
US0001011990,28119249,
US0001011988,28207160,
US0001011989,28289373,
US0001011991,28351824,
US0001011990,28463395,
US0001011992,28471380,
US0001011990,28483767,
US0001011991,28820940,
US0001011990,28874114,
US0001011989,28927141,
US0001011991,28960677,
US0001011991,28960786,
US0001011991,29083734,
US0001011991,29188791,
US0001011992,29222971,
US0001011989,29225755,
US0001011990,29384034,
US0001011990,29581090,
US0001011988,29612250,
US0001011988,29612358,
US0001011988,29637091,
US0001011989,29697681,
US0001011990,29723713,
US0001011987,29772820,
US0001011991,29778173,
US0001011990,29832121,
US0001011990,29836258,
US0001011992,29851615,
US0001011992,29851867,
US0001011992,29852035,
US0001011988,30022797,
US0001011990,30041400,
US0001011988,30153345,
US0001011991,30210078,
US0001011991,30218654,
US0001011991,30239229,
US0001011991,30239381,
US0001011991,30239533,
US0001011991,30239835,
US0001011991,30239985,
US0001011988,30275585,
US0001011989,30367228,
US0001011987,30369214,
US0001011986,30515711,
US0001011989,30742781,
US0001011991,30750909,
US0001011991,30750958,
US0001011991,30751008,
US0001011986,30760093,
US0001011988,30775787,
US0001011992,30792540,
US0001011992,30875042,
US0001011992,30875091,
US0001011991,30949506,
US0001011991,30953783,
US0001011990,30984105,
US0001011988,31016376,
US0001011991,31282303,
US0001011989,31329848,
US0001011992,31331349,
US0001011989,31336349,
US0001011988,31419812,
US0001011992,31450897,
US0001011992,31450946,
US0001011989,31566709,
US0001011988,31593396,
US0001011988,31593441,
US0001011990,31617072,
US0001011992,31633707,
US0001011992,31640542,
US0001011990,31688466,
US0001011989,31917968,
US0001011987,31941017,
US0001011987,31941062,
US0001011988,31969669,
US0001011988,32046027,
US0001011990,32059630,
US0001011992,32198491,
US0001011990,32292688,
US0001011992,32316527,
US0001011990,32484529,
US0001011992,32566169,
US0001011988,32633045,
US0001011988,32693472,
US0001011988,32693513,
US0001001994,32857230,
US0001011988,32921076,
US0001011991,32944441,
US0001011992,33063873,
US0001011988,33065802,
US0001011989,33116203,
US0001011991,33138620,
US0001011986,33200587,
US0001011988,33205698,
US0001011988,33346060,
US0001011992,33509810,
US0001011989,33529045,
US0001011992,33534275,
US0001011992,33590222,
US0001011988,33632461,
US0001011990,33643508,
US0001011989,33812901,
US0001011986,33819263,
US0001011988,33825196,
US0001011991,33897717,
US0001011989,33911280,
US0001011992,33913858,
US0001011991,33926211,
US0001011988,33936059,
US0001011992,33992957,
US0001011992,34072919,
US0001011989,34077669,
US0001011992,34092753,
US0001011992,34095750,
US0001011992,34095776,
US0001011992,34099135,
US0001011992,34099187,
US0001011988,34110868,
US0001011991,34201890,
US0001001991,34208240,
US0001011992,34228650,
US0001011992,34269592,
US0001011992,34300455,
US0001011992,34328834,
US0001011991,34377851,
US0001011987,34378530,
US0001011992,34386360,
US0001011992,34398801,
US0001011990,34411862,
US0001011990,34453244,
US0001011990,34513970,
US0001011990,34527138,
US0001011987,34540348,
US0001011986,34575238,
US0001011992,34602686,
US0001011992,34631755,
US0001011991,34642529,
US0001011991,34642545,
US0001011992,34662129,
US0001011992,34690769,
US0001011988,34701737,
US0001011987,34799824,
US0001011992,34829251,
US0001011989,34841203,
US0001011987,34843732,
US0001011987,34843750,
US0001011987,34843768,
US0001011992,34870164,
US0001011990,34892144,
US0001011990,34892161,
US0001011989,34904115,
US0001011992,34905057,
US0001011987,34909267,
US0001011987,34924876,
US0001011992,34927802,
US0001011991,34934661,
US0001011992,34971584,
US0001011987,35013012,
US0001011991,35027855,
US0001011991,35027888,
US0001011992,35060274,
US0001011987,35076152,
US0001011992,35085430,
US0001011992,35085447,
US0001011992,35085463,
US0001011992,35085480,
US0001011992,35087802,
US0001011989,35088383,
US0001011992,35173345,
US0001011988,35185755,
US0001011988,35198630,
US0001011989,35200957,
US0001011991,35215947,
US0001011991,35215963,
US0001011989,35268380,
US0001011987,35275341,
US0001011987,35341946,
US0001011987,35341960,
US0001011987,35343954,
US0001011992,35366518,
US0001011992,35383392,
US0001011992,35383408,
US0001011992,35407301,
US0001011992,35407316,
US0001011992,35429225,
US0001011992,35458630,
US0001011992,35472332,
US0001011992,35496152,
US0001011991,35504115,
US0001011992,35516408,
US0001011988,35528884,
US0001011992,35536073,
US0001011992,35536135,
US0001011991,35578613,
US0001011988,35585489,
US0001011987,35642158,
US0001011992,35644052,
US0001011988,35665174,
US0001011988,35665199,
US0001011988,35665213,
US0001011988,35665227,
US0001011988,35665242,
US0001011992,35668819,
US0001011990,35675193,
US0001011990,35700062,
US0001011989,35717631,
US0001011992,35720434,
US0001011992,35722018,
US0001011991,35722322,
US0001011991,35722337,
US0001011988,35763767,
US0001011992,35766462,
US0001011991,35785686,
US0001011991,35785699,
US0001011991,35803571,
US0001011992,35878818,
US0001011991,35914480,
US0001011990,35931570,
US0001011992,35938360,
US0001011988,35943654,
US0001011991,35946640,
US0001011992,35960489,
US0001011986,35975595,
US0001011989,35989770,
US0001011991,36006867,
US0001011992,36023654,
US0001011990,36050153,
US0001011989,36059942,
US0001011992,36063692,
US0001011989,36141967,
US0001011989,36141979,
US0001011988,36172718,
US0001011988,36172732,
US0001011992,36178375,
US0001011990,36208514,
US0001011992,36224361,
US0001011988,36249679,
US0001011991,36267746,
US0001011991,36267771,
US0001011992,36268300,
US0001011990,36284525,
US0001011990,36284538,
US0001011990,36284551,
US0001011990,36284562,
US0001011990,36284574,
US0001011990,36284599,
US0001011992,36312056,
US0001011991,36312066,
US0001011991,36323632,
US0001011992,36372001,
US0001011991,36405373,
US0001011992,36407590,
US0001011992,36407604,
US0001011991,36475400,
US0001011990,36542303,
US0001011990,36542305,
US0001011990,36557211,
US0001011986,39788985,
US0001011986,39796061,
US0001011987,39805882,
US0001001987,39807351,
US0001011988,39830587,
US0001011992,39919756,
US0001001997,41268021,
US0001002000,41298578,
US0001002002,41317504,
US0001002003,41320697,
US0001002003,41322738,
US0001002003,41331087,
US0001002002,41336987,
US0001002004,41340887,
US0001002005,41348446,
US0001002005,41348449,
US0001002005,41349431,
US0001002006,41356596,
US0001011987,41371720,
US0001011987,41371725,
US0001011987,41371851,
US0001011987,41371973,
US0001011987,41371976,
US0001011987,41372199,
US0001011987,41372202,
US0001011987,41372225,
US0001011987,41372276,
US0001011987,41372330,
US0001001986,41989877,
US0001002003,42126482,
US0001001986,42150727,
US0001001988,42156846,
US0001001988,42158061,
US0001001991,42166780,
US0001001993,42177571,
US0001001996,42184628,
US0001001997,42190945,
US0001001998,42193078,
US0001001998,42194323,
US0001002003,42215853,
US0001001987,42252955,
US0001011987,42253376,
US0001011987,42253561,
US0001011988,42254501,
US0001011989,42254766,
US0001001990,42520279,
US0001001997,42545992,
US0001011992,43650633,
US0001011992,43650657,
US0001011991,43653141,
US0001001996,43708620,
US0001001996,44966422,
US0001001997,44968799,
US0001001998,45011477,
US0001001998,45016116,
US0001002001,45084918,
US0001002003,45201899,
US0001001987,45443590,
US0001002000,45591539,
US0001002001,45603624,
US0001002001,45616454,
US0001002001,45625976,
US0001002002,45646294,
US0001002002,45652614,
US0001002002,45656707,
US0001002002,45660908,
US0001002002,45668889,
US0001002002,45673780,
US0001002002,45674407,
US0001002002,45678611,
US0001002002,45682838,
US0001002003,45689372,
US0001011987,45769898,
US0001011987,46116298,
US0001011987,46267424,
US0001011987,46281425,
US0001011987,46351652,
US0001002005,46364027,
US0001002005,46364115,
US0001002005,46364218,
US0001002005,46364635,
US0001011987,46527225,
US0001011987,46528037,
US0001001987,46737814,
US0001001987,46746062,
US0001011987,46769231,
US0001002002,46818686,
US0001001987,46972582,
US0001001990,47130442,
US0001001990,47133394,
US0001001990,47135896,
US0001001991,47155028,
US0001001991,47156120,
US0001001991,47161992,
US0001001991,47163707,
US0001001994,47251731,
US0001001998,47264594,
US0001001995,47279963,
US0001001996,47313377,
US0001001996,47324986,
US0001001997,47339844,
US0001001997,47345288,
US0001001997,47362436,
US0001001997,47365343,
US0001001997,47366340,
US0001001998,47384337,
US0001001998,47396050,
US0001001998,47396943,
US0001001998,47398320,
US0001001998,47410670,
US0001011987,47518742,
US0001011987,47656306,
US0001001987,47663152,
US0001011987,47935417,
US0001011987,47943270,
US0001002002,47946525,
US0001011987,47947555,
US0001001987,47978075,
US0001011987,48050716,
US0001011987,48061267,
US0001002005,48075272,
US0001001987,48081103,
US0001002005,48117704,
US0001001999,48123479,
US0001001988,48136937,
US0001011988,48233102,
US0001001998,48243642,
US0001002002,48268973,
US0001001988,48322808,
US0001001998,48333682,
US0001002005,48342853,
US0001001999,48360244,
US0001002002,48376511,
US0001001998,48387061,
US0001011988,48409006,
US0001011988,48409934,
US0001011988,48446850,
US0001001998,48457991,
US0001002002,48472890,
US0001002005,48486042,
US0001001994,48502215,
US0001011988,48503732,
US0001011988,48562289,
US0001011992,48574562,
US0001002005,48596128,
US0001011988,48638906,
US0001011988,48647327,
US0001001988,48704630,
US0001002005,48722178,
US0001002002,48732498,
US0001002002,48751677,
US0001002002,48751972,
US0001011988,48824046,
US0001011988,48828411,
US0001011988,48841345,
US0001002002,48893928,
US0001001999,48896768,
US0001001988,48907842,
US0001002005,48914693,
US0001001988,48950357,
US0001002005,49005003,
US0001001994,49079317,
US0001001999,49212398,
US0001011988,49305964,
US0001001988,49314606,
US0001011988,49333905,
US0001002002,49350305,
US0001002002,49351263,
US0001002002,49416533,
US0001002002,49454611,
US0001002005,49531095,
US0001001994,49568377,
US0001001994,49616648,
US0001011989,49626978,
US0001001999,49688858,
US0001001989,49727818,
US0001002006,49882669,
US0001002003,49900898,
US0001002003,49964329,
US0001011989,50101240,
US0001011990,50193383,
US0001001989,50302553,
US0001002006,50323931,
US0001001999,50330066,
US0001002003,50444392,
US0001001999,50445974,
US0001002003,50496350,
US0001001999,50543933,
US0001001999,50574588,
US0001002006,50780629,
US0001002003,50811690,
US0001001999,50854950,
US0001001999,50913485,
US0001011989,50926222,
US0001001999,51011354,
US0001001995,51011594,
US0001002003,51023796,
US0001011990,51065407,
US0001001999,51069035,
US0001002003,51073825,
US0001001995,51120463,
US0001011990,51220191,
US0001001990,51221477,
US0001002000,51253481,
US0001002004,51343498,
US0001002000,51374106,
US0001001990,51383571,
US0001011990,51488356,
US0001002006,51612805,
US0001002000,51780915,
US0001002000,51784970,
US0001011990,51859451,
US0001011990,51903816,
US0001011990,51907392,
US0001001990,51967468,
US0001001990,52002654,
US0001011990,52016220,
US0001001996,52116981,
US0001001996,52128379,
US0001002000,52133864,
US0001002003,52178404,
US0001002003,52188836,
US0001001990,52232679,
US0001002003,52237117,
US0001002000,52238512,
US0001002000,52258946,
US0001001996,52335515,
US0001011990,52356448,
US0001011990,52376624,
US0001002003,52383654,
US0001001991,52448156,
US0001011991,52553833,
US0001011991,52553838,
US0001001996,52590361,
US0001011991,52609401,
US0001001996,52649427,
US0001002007,52663587,
US0001011991,52669977,
US0001001991,52687359,
US0001001991,52693055,
US0001011991,52745879,
US0001002007,52771734,
US0001002000,52797749,
US0001002001,52855269,
US0001011991,52926449,
US0001002000,52935194,
US0001001996,52980815,
US0001001991,53011636,
US0001002003,53122902,
US0001002001,53179045,
US0001002000,53187637,
US0001011991,53197407,
US0001011991,53219932,
US0001011991,53235066,
US0001011991,53246988,
US0001002004,53258257,
US0001001991,53283061,
US0001011991,53317388,
US0001002004,53496111,
US0001011991,53507428,
US0001011991,53508965,
US0001011991,53509379,
US0001011991,53513116,
US0001001997,53580044,
US0001002004,53595119,
US0001002007,53598512,
US0001011991,53599257,
US0001011986,53621021,
US0001011986,53627292,
US0001011986,53644209,
US0001011992,53656648,
US0001002004,53657580,
US0001001986,53659626,
US0001011992,53667344,
US0001002004,53718790,
US0001011986,53734676,
US0001011986,53739163,
US0001011992,53755722,
US0001002004,53779010,
US0001011992,53824802,
US0001011992,53829620,
US0001002004,53883749,
US0001002004,53899424,
